Duration,tower_status_dire,tower_status_radiant,barracks_status_dire,barracks_status_radiant,radiant_win,first_blood_time,heroes
14,54,101,99,8,86,93,97,48,2,1,2086,2036,0,63,0,72,
79,49,61,9,67,8,2,69,46,36,1,1654,1983,0,63,0,155,
57,60,101,10,34,44,88,64,74,75,1,2064,1974,390,63,51,212,
30,96,101,93,41,19,95,68,104,10,1,2351,1974,0,63,0,195,
102,36,39,104,96,86,74,67,22,7,0,1694,256,2038,48,63,83,
16,98,64,54,82,46,41,106,101,30,0,2496,0,1846,0,63,331,
10,92,85,74,75,33,23,106,67,7,1,2056,1983,0,63,0,129,
106,41,26,84,97,101,56,40,80,46,1,2350,1854,0,63,0,174,
31,71,57,8,100,42,74,93,67,13,1,1812,1983,260,63,51,15,
106,21,30,73,38,41,22,61,40,85,0,2611,0,2038,0,63,4,
75,98,10,53,96,21,16,67,86,74,1,1902,2047,4,63,3,332,
0,74,69,44,104,5,8,17,51,56,0,296,2047,2047,63,63,15,
7,57,8,106,56,66,52,93,9,1,1,2088,1974,0,63,0,160,
88,109,16,79,55,74,45,47,1,90,0,304,2047,2047,63,63,189,
47,53,39,41,75,74,9,8,43,57,1,1843,2046,0,63,0,212,
73,93,68,23,62,8,26,74,32,71,0,2240,0,2038,0,63,157,
11,30,37,65,44,1,14,84,33,74,1,1918,1846,256,63,48,296,
93,78,64,53,51,96,9,67,74,57,1,1481,2047,0,63,0,142,
6,39,104,62,36,44,61,14,102,87,1,2086,1854,0,63,0,162,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
25,35,84,28,23,46,1,36,62,7,0,79,2047,2047,63,63,0,
93,44,101,84,43,46,26,67,88,9,1,1737,2047,260,63,51,66,
9,35,29,30,41,80,4,63,14,84,1,1623,2046,6,63,3,47,
14,47,74,101,41,88,64,67,93,51,1,1593,1855,0,63,0,47,
69,14,16,12,87,13,88,18,20,44,0,2426,0,1854,2,63,39,
57,16,61,46,54,76,7,73,9,74,1,1843,1983,0,63,48,0,
16,33,21,94,11,105,51,78,27,106,1,2476,1982,4,63,3,15,
75,99,58,8,43,21,2,98,93,13,0,2209,0,1846,0,63,335,
9,61,93,17,27,26,51,35,2,46,1,1315,2047,0,63,0,0,
94,104,101,78,84,11,9,8,65,3,1,1562,2047,4,63,3,39,109,47,15,43,65,78,101,9,41,33,96,39,84,3,104,8,45,98,94,11,
65,59,88,106,99,2,6,7,64,46,1,1496,1983,0,63,0,122,
12,84,56,93,31,85,68,72,21,7,1,1496,2047,256,63,48,202,
53,84,47,44,101,92,69,75,20,8,1,443,2047,2039,63,63,199,109,15,78,43,101,75,20,84,93,41,67,77,8,47,92,44,29,9,69,53,
75,37,19,1,99,106,43,5,26,96,1,1710,1975,0,63,0,127,
51,75,93,47,69,15,37,8,29,59,1,1442,2047,6,63,3,0,
84,46,98,94,4,35,39,1,37,105,1,2041,2044,0,63,0,13,
4,99,90,46,1,40,32,84,68,63,0,1782,0,1974,0,63,121,
40,36,74,29,93,68,53,69,47,67,0,1893,0,2038,0,63,7,
7,34,64,47,98,2,62,14,101,6,1,1573,2047,0,63,0,18,
67,17,65,58,31,47,16,93,70,84,0,1178,32,2047,12,63,181,
9,46,83,69,41,63,86,29,2,93,1,2150,1972,0,63,0,147,
88,23,10,72,4,16,18,97,9,13,0,1976,384,2038,48,63,45,
18,40,29,10,47,14,2,8,90,60,0,1967,0,2038,0,63,185,
9,54,93,31,88,1,2,16,74,22,0,2197,256,2047,48,63,413,
89,86,101,29,93,44,41,43,25,64,0,1929,4,2046,3,63,303,
84,6,17,51,69,9,4,93,34,58,1,1801,2038,4,63,3,60,
75,67,110,9,42,104,41,37,31,78,0,2358,0,1846,1,63,136,
41,44,23,50,76,84,104,47,85,51,0,1892,0,1974,0,63,280,
101,4,15,106,93,29,28,9,84,41,1,1370,1983,0,63,0,392,
105,8,13,67,53,22,69,9,35,17,0,2188,0,1972,0,63,115,
6,98,65,31,43,14,46,73,52,53,1,1842,1983,0,63,0,137,
23,4,67,29,17,106,96,93,84,30,0,1566,384,1975,48,63,91,
30,106,12,40,85,20,84,49,42,98,1,387,2047,2047,63,63,352,
1,74,57,98,53,21,27,56,22,80,0,1587,6,2047,3,63,13,
1,101,15,84,88,106,40,31,7,72,1,2192,1846,256,63,48,9,
70,93,55,88,14,3,72,44,40,64,1,1667,2038,4,63,3,11,
17,76,80,8,36,79,68,6,65,69,0,1733,0,2039,0,63,0,
74,75,67,62,28,36,41,69,30,64,1,1706,2047,6,63,3,291,
43,30,13,41,46,47,67,92,101,65,0,1815,0,2046,0,63,141,
106,62,75,48,86,9,1,45,4,73,1,2372,1974,256,63,48,16,
57,17,75,8,21,106,43,42,65,69,1,1947,2038,0,63,0,11,
106,74,67,40,16,36,18,21,12,75,1,1515,2038,4,63,3,11,
93,46,74,7,16,14,4,53,13,80,1,2192,1974,0,63,0,19,
59,49,62,84,91,21,88,42,25,9,1,2238,1830,0,63,0,170,
53,41,46,30,85,6,69,72,2,75,1,577,2047,2047,63,63,270,
75,5,74,78,10,61,106,9,30,41,0,1233,6,2047,3,63,6,
72,62,6,68,93,46,65,88,44,104,1,1935,2047,256,63,48,19,
37,15,94,16,61,96,42,87,64,104,1,1707,1983,0,63,0,278,
106,68,61,103,6,93,97,7,80,75,1,1558,2047,0,63,0,204,
97,2,79,48,94,6,84,7,43,53,0,2146,0,1974,0,63,56,
102,7,9,14,68,1,34,75,104,33,0,2005,36,2038,15,63,40,
41,70,22,50,29,86,51,6,2,36,0,1761,4,2046,3,63,140,
53,65,25,39,93,9,41,56,74,14,0,1834,4,2046,3,63,220,
50,74,75,67,4,9,41,47,57,36,0,708,1974,2047,63,63,112,
30,41,61,60,9,78,7,101,12,93,1,872,2047,1830,63,63,52,
81,27,47,50,29,35,10,101,67,34,1,1682,1974,256,63,48,15,
9,84,19,86,17,93,106,75,51,7,1,2752,1796,388,51,51,38,
35,101,42,46,53,41,61,9,43,30,1,1857,1982,0,63,0,108,
81,51,27,88,78,17,84,21,101,109,1,1832,1982,4,63,3,48,
98,76,44,102,2,49,37,31,96,81,0,1955,0,2046,0,63,160,
78,106,47,68,16,73,46,42,20,36,1,2094,1854,0,63,0,0,
97,25,93,23,47,69,68,54,29,36,0,2181,0,1974,0,63,5,
33,36,104,47,44,105,8,72,15,52,1,147,2047,2047,63,63,0,
32,53,104,97,44,14,35,75,86,1,0,2090,0,1974,0,63,0,
36,101,57,75,71,17,77,54,29,107,1,1600,2046,0,63,0,168,
9,3,42,11,32,74,55,28,105,17,1,2401,1974,384,63,48,42,
17,107,104,35,54,106,66,74,27,85,1,1773,1975,0,63,0,95,
22,2,67,21,57,51,104,50,109,106,1,1737,1982,256,63,48,120,
75,36,47,26,44,98,12,69,17,84,1,2022,2036,0,63,0,190,
79,99,63,74,84,73,93,101,9,100,0,2240,4,1974,3,63,95,
25,71,47,29,12,85,40,2,101,41,1,1844,1983,32,63,12,10,
13,47,15,6,102,59,71,26,67,74,1,2263,1974,0,63,0,45,
93,75,80,14,29,48,53,64,36,74,0,1779,0,2047,0,63,0,
42,9,17,84,44,88,41,109,11,20,1,1968,2022,6,63,3,54,
35,47,2,74,93,110,51,50,71,8,0,2634,0,1982,3,63,151,
10,26,65,16,39,75,96,20,82,35,0,1090,1846,1983,63,63,56,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
11,67,70,35,51,74,109,33,106,30,1,2263,1974,0,63,0,153,
98,84,41,64,74,45,69,95,75,19,1,2010,2047,4,63,3,156,
75,47,95,42,16,25,74,9,36,96,1,1967,1983,0,63,0,347,
74,88,41,78,75,104,30,17,93,101,1,1722,2047,0,63,0,152,
69,37,98,75,41,9,35,92,18,8,0,1546,0,2047,0,63,59,
51,36,11,9,3,34,94,8,71,93,1,2198,1974,4,63,3,149,
101,47,82,69,45,75,36,44,53,93,0,1607,0,2038,0,63,98,
96,9,67,30,11,29,101,21,6,107,1,2275,1982,0,63,0,154,
0,99,101,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
14,44,84,102,54,63,46,5,8,68,0,1578,256,2047,48,63,308,
87,98,3,69,1,9,89,6,30,79,0,1557,0,1983,0,63,0,
93,46,15,42,52,9,74,41,101,88,1,1447,2047,4,63,3,0,
44,52,97,22,53,105,99,46,4,102,0,1774,32,2046,12,63,42,
0,0,0,0,0,0,0,35,0,0,0,0,2047,2047,63,63,0,
74,84,99,95,40,57,17,79,63,2,0,1678,288,2047,60,63,200,101,41,75,43,40,2,79,99,9,50,15,29,57,84,63,74,48,78,17,95,
4,13,82,27,7,2,31,56,43,109,1,2190,1846,384,63,48,41,
18,75,5,30,104,17,84,77,43,101,1,1737,1972,4,63,3,8,
82,101,2,106,84,38,79,9,17,88,1,1829,2046,256,63,48,13,
71,39,1,97,75,109,26,46,53,33,0,309,2047,2047,63,63,132,
57,39,59,8,9,75,96,104,101,67,0,2332,6,1974,3,63,54,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
63,37,36,71,53,44,42,15,64,40,1,1222,2046,0,63,0,131,
8,72,86,97,31,7,9,88,74,10,1,1555,1983,262,63,51,45,
46,14,71,68,93,57,50,41,99,40,1,2224,1974,256,63,48,84,
11,53,41,51,88,33,62,69,21,34,1,1942,2047,260,63,51,49,
53,5,6,41,22,25,110,57,82,106,1,2600,1958,0,63,0,70,
21,98,36,16,44,81,65,86,51,104,1,2037,1982,4,63,3,404,
78,41,36,21,47,53,51,75,10,94,0,1496,0,2047,0,63,205,
9,104,43,16,67,25,35,40,29,11,1,2364,1974,32,63,12,38,
101,44,104,90,74,59,107,53,86,10,1,0,2047,2047,63,63,0,
14,26,74,101,93,109,25,62,42,41,0,2450,0,1828,0,63,203,
67,62,2,74,99,69,93,106,20,89,0,2311,0,1975,0,63,104,
50,44,96,22,14,41,104,2,75,69,1,1949,1854,0,63,0,114,
2,47,6,84,9,61,99,16,42,74,1,1738,2046,0,63,0,33,
106,4,7,87,80,93,15,51,64,95,1,2334,1972,0,63,3,152,
14,30,1,32,31,2,39,64,107,41,1,1777,1974,0,63,32,58,
96,72,41,65,101,20,70,62,74,63,0,1961,390,2038,51,63,5,
42,33,31,29,97,53,84,23,57,41,1,1443,1983,6,63,3,150,
25,13,14,94,103,102,84,35,15,22,0,2300,0,1983,0,63,46,
42,23,22,101,20,45,107,104,84,2,1,1256,2047,6,63,3,158,
9,106,65,96,104,16,38,89,5,93,0,1305,0,2047,0,63,93,
67,11,86,7,8,9,46,54,85,36,0,1000,6,1983,3,63,51,
93,88,42,47,86,78,32,65,69,67,1,1867,2039,6,63,3,120,
20,101,99,93,47,29,41,85,74,30,1,1702,1983,256,63,48,50,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
23,29,25,50,71,57,42,53,21,93,1,1758,1982,0,63,0,453,
22,31,44,41,70,83,47,4,62,10,1,2415,1924,6,63,3,365,
96,26,93,13,36,86,39,48,79,2,0,1146,6,2047,3,63,232,
54,90,50,9,106,91,19,99,68,109,1,1684,1983,0,63,0,8,
69,11,101,104,29,14,86,67,75,106,0,2144,0,2038,0,63,312,
62,3,43,9,8,102,53,96,109,21,0,1892,0,2047,0,63,61,
73,77,75,74,72,25,80,60,33,104,1,235,2047,2047,63,63,43,
50,16,70,93,53,21,4,1,7,75,1,1288,2046,0,63,0,33,
93,8,31,78,5,62,82,101,17,55,0,1707,390,2022,51,63,165,
93,53,86,89,34,97,90,94,45,8,1,1202,2039,256,63,48,100,
0,55,9,1,7,63,71,86,102,19,0,221,2047,2047,63,63,133,
57,15,43,94,36,31,42,67,44,74,0,1763,0,2039,16,63,144,
69,100,70,26,17,94,20,104,84,67,0,1754,6,2046,3,63,208,
68,4,98,7,43,93,99,91,6,53,1,1964,1844,260,63,51,89,
62,56,84,15,110,90,106,107,9,80,1,2041,1983,4,63,3,237,
93,14,9,57,64,67,13,32,83,2,1,1628,2047,36,63,15,79,
46,14,67,90,98,86,11,21,28,10,1,1831,2046,0,63,0,87,
103,14,93,51,68,106,2,104,45,44,1,443,2047,2047,63,63,50,
16,7,106,70,37,104,42,25,98,46,1,2120,2046,0,63,3,154,
40,11,92,49,6,9,93,7,104,80,0,2084,0,2038,0,63,142,
11,96,40,42,75,85,110,21,41,23,1,2227,1982,4,63,3,93,
29,72,28,69,100,15,93,86,23,7,0,664,2047,2047,63,63,59,
44,74,20,36,40,50,53,29,43,28,1,2162,1828,390,63,51,149,
2,41,106,85,30,94,104,29,47,107,1,2441,2038,4,63,3,13,
26,46,33,74,1,59,7,69,11,47,1,1255,2047,384,63,48,169,
9,57,41,40,75,106,80,101,7,43,1,2201,1974,0,63,0,36,
7,89,98,101,78,55,12,46,95,84,1,1481,2047,256,63,48,68,
33,22,71,94,9,88,48,57,106,13,1,1727,2046,0,63,0,251,
74,69,51,94,72,14,41,63,65,9,0,379,2047,2047,63,63,171,
